project_id,region,dept,year,project_title,project_url,discovered_at
b21f5d417f21b2e47d90d71c3e3a6af458368152,auvergne-rhone-alpes,63,2023,Malintrat (63) : stockage d’énergie par batteries de Ronzières,https://www.auvergne-rhone-alpes.developpement-durable.gouv.fr/malintrat-63-stockage-d-energie-par-batteries-de-a23308.html,2025-10-27T17:04:37.666995
e6902378400cac0c08abc31d5c4d97549cc6a95a,auvergne-rhone-alpes,63,2023,Saint-Georges-sur-Allier (63) : stockage d’énergie par batteries,https://www.auvergne-rhone-alpes.developpement-durable.gouv.fr/saint-georges-sur-allier-63-stockage-d-energie-par-a24255.html,2025-10-27T17:05:33.897485
2f9caa5d12fe7c3903216ea212f4c3dac6dd53de,auvergne-rhone-alpes,63,2023,Saint-Georges-sur-Allier (63) : stockage d’énergie par batteries,https://www.auvergne-rhone-alpes.developpement-durable.gouv.fr/saint-georges-sur-allier-63-stockage-d-energie-par-a24417.html,2025-10-27T17:05:37.038486
