project_id,region,dept,year,project_title,project_url,discovered_at,url_cerfa,url_decision
cf583f32e66d9007315867bea104f143f94ec20f,provence-alpes-cote-d-azur,83,2024,F09324P0337 : projet de stockage dՎnergie par batteries,https://www.paca.developpement-durable.gouv.fr/f09324p0337-projet-de-stockage-d-energie-par-a16106.html,2025-11-07T10:06:17.697259,,
