project_id,region,dept,year,project_title,project_url,discovered_at,url_cerfa,url_decision
56c579cdc1f1381ef14c7edcf0dc5a60e6c0edfa,bretagne,?,2023,Création d'un parc de stockage d'éléctricité,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2023/G2023010679/arrete.pdf,2025-11-05T15:45:29.876932,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2023/G2023010679/cerfa.pdf,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2023/G2023010679/arrete.pdf
0da11c9f90f3d97449d158581e89a6d88a538a0b,bretagne,?,2023,Installation d'une unité de stockage d'électricité et d'un poste de transformation,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2022/G2022010375/arrete.pdf,2025-11-05T15:45:29.877104,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2022/G2022010375/cerfa.pdf,https://geobretagne.fr/pub/dreal_b/ae/casparcas/G2022/G2022010375/arrete.pdf
