project_id,region,dept,year,project_title,project_url,discovered_at,url_cerfa,url_decision
6a7b94077045e7dcd7a9559837edd98546a3006a,ile-de-france,77,2025,Vernou-la-Celle-sur-Seine - Installation d’un poste de transformation HTB en amont d’un projet de stockage d’électricité,https://www.drieat.ile-de-france.developpement-durable.gouv.fr/IMG/pdf/f01124p0107.pdf,2025-11-05T11:37:38.447266,https://www.drieat.ile-de-france.developpement-durable.gouv.fr/IMG/pdf/f01124p0107.pdf,https://www.drieat.ile-de-france.developpement-durable.gouv.fr/IMG/pdf/drieat-scdd-2024-121.pdf
